num_sorteo;fecha_sorteo;num_1;num_2;num_3;num_4;num_5;num_6;sum_num;promedio;minimo;maximo;rango;desviacion_estandar;mediana;dia_semana;mes_sorteo;año_sorteo
591;16/12/2006;3;6;10;11;18;44;92;15,33333333;3;44;41;14,93541652;10,5;16;12;2006
592;20/12/2006;24;29;31;39;41;43;207;34,5;24;43;19;7,582875444;35;20;12;2006
593;23/12/2006;2;7;15;22;24;28;98;16,33333333;2;28;26;10,21110507;18,5;23;12;2006
594;27/12/2006;6;17;29;38;41;42;173;28,83333333;6;42;36;14,60707591;33,5;27;12;2006
595;30/12/2006;3;6;16;34;43;44;146;24,33333333;3;44;41;18,38114976;25;30;12;2006
596;3/01/2007;4;5;15;16;32;40;112;18,66666667;4;40;36;14,52813363;15,5;3;1;2007
597;6/01/2007;1;20;24;28;30;43;146;24,33333333;1;43;42;13,83714807;26;6;1;2007
598;10/01/2007;1;7;18;30;32;34;122;20,33333333;1;34;33;13,95229969;24;10;1;2007
599;13/01/2007;2;5;11;12;17;42;89;14,83333333;2;42;40;14,3306199;11,5;13;1;2007
600;17/01/2007;19;28;30;33;34;36;180;30;19;36;17;6,099180273;31,5;17;1;2007
601;20/01/2007;1;2;12;15;19;21;70;11,66666667;1;21;20;8,477420991;13,5;20;1;2007
602;24/01/2007;9;21;24;30;35;36;155;25,83333333;9;36;27;10,14724922;27;24;1;2007
603;27/01/2007;14;18;22;27;40;43;164;27,33333333;14;43;29;11,82652386;24,5;27;1;2007
604;31/01/2007;4;8;11;24;38;45;130;21,66666667;4;45;41;16,90759198;17,5;31;1;2007
605;3/02/2007;4;23;24;33;41;45;170;28,33333333;4;45;41;14,82790163;28,5;3;2;2007
606;7/02/2007;14;20;29;32;39;41;175;29,16666667;14;41;27;10,57197553;30,5;7;2;2007
607;10/02/2007;5;7;8;12;22;45;99;16,5;5;45;40;15,21512405;10;10;2;2007
608;14/02/2007;3;11;13;25;27;36;115;19,16666667;3;36;33;12,20519015;19;14;2;2007
609;17/02/2007;4;5;24;29;30;31;123;20,5;4;31;27;12,62933094;26,5;17;2;2007
610;21/02/2007;2;11;24;26;30;32;125;20,83333333;2;32;30;11,80536601;25;21;2;2007
611;24/02/2007;15;19;21;33;40;44;172;28,66666667;15;44;29;12,01110597;27;24;2;2007
612;28/02/2007;9;22;25;31;39;42;168;28;9;42;33;12,09958677;28;28;2;2007
613;3/03/2007;2;3;4;9;15;30;63;10,5;2;30;28;10,70980859;6,5;3;3;2007
614;7/03/2007;3;4;9;18;20;32;86;14,33333333;3;32;29;11,14749598;13,5;7;3;2007
615;10/03/2007;4;8;10;25;30;35;112;18,66666667;4;35;31;12,95633693;17,5;10;3;2007
616;14/03/2007;4;6;18;23;25;37;113;18,83333333;4;37;33;12,41638702;20,5;14;3;2007
617;17/03/2007;7;13;15;16;23;31;105;17,5;7;31;24;8,384509527;15,5;17;3;2007
618;21/03/2007;11;17;20;22;39;45;154;25,66666667;11;45;34;13,32166156;21;21;3;2007
619;24/03/2007;4;5;13;16;18;20;76;12,66666667;4;20;16;6,742897498;14,5;24;3;2007
620;28/03/2007;1;2;25;27;43;45;143;23,83333333;1;45;44;19,10410078;26;28;3;2007
621;31/03/2007;6;9;11;14;32;36;108;18;6;36;30;12,72792206;12,5;31;3;2007
622;4/04/2007;4;6;17;18;22;38;105;17,5;4;38;34;12,292274;17,5;4;4;2007
623;7/04/2007;7;12;14;29;42;44;148;24,66666667;7;44;37;15,99583279;21,5;7;4;2007
624;11/04/2007;3;9;14;16;19;20;81;13,5;3;20;17;6,473020933;15;11;4;2007
625;14/04/2007;2;5;13;14;20;21;75;12,5;2;21;19;7,71362431;13,5;14;4;2007
626;18/04/2007;18;21;26;28;32;39;164;27,33333333;18;39;21;7,580677191;27;18;4;2007
627;21/04/2007;2;13;21;23;28;38;125;20,83333333;2;38;36;12,38412963;22;21;4;2007
628;25/04/2007;1;6;20;34;36;43;140;23,33333333;1;43;42;17,15420259;27;25;4;2007
629;28/04/2007;2;3;5;9;26;29;74;12,33333333;2;29;27;12,0277457;7;28;4;2007
630;2/05/2007;1;3;4;7;30;43;88;14,66666667;1;43;42;17,51190072;5,5;2;5;2007
631;5/05/2007;10;12;14;27;32;35;130;21,66666667;10;35;25;10,96661601;20,5;5;5;2007
632;9/05/2007;5;23;25;31;33;41;158;26,33333333;5;41;36;12,24200419;28;9;5;2007
633;12/05/2007;7;10;11;23;24;37;112;18,66666667;7;37;30;11,43095213;17;12;5;2007
634;16/05/2007;2;4;10;26;34;41;117;19,5;2;41;39;16,4408029;18;16;5;2007
635;19/05/2007;3;7;11;23;36;38;118;19,66666667;3;38;35;15,0155475;17;19;5;2007
636;23/05/2007;24;32;34;40;42;45;217;36,16666667;24;45;21;7,704976747;37;23;5;2007
637;26/05/2007;3;7;17;19;33;41;120;20;3;41;38;14,68332387;18;26;5;2007
638;30/05/2007;9;21;22;32;33;35;152;25,33333333;9;35;26;9,933109617;27;30;5;2007
639;2/06/2007;2;9;20;23;28;35;117;19,5;2;35;33;12,17784874;21,5;2;6;2007
640;6/06/2007;10;11;18;31;43;45;158;26,33333333;10;45;35;15,61623087;24,5;6;6;2007
641;9/06/2007;3;6;15;17;34;36;111;18,5;3;36;33;13,8383525;16;9;6;2007
642;13/06/2007;17;20;23;26;32;42;160;26,66666667;17;42;25;9,114091653;24,5;13;6;2007
643;16/06/2007;5;7;16;23;32;34;117;19,5;5;34;29;12,30853363;19,5;16;6;2007
644;20/06/2007;5;11;14;21;39;42;132;22;5;42;37;15,2577849;17,5;20;6;2007
645;23/06/2007;3;9;18;26;33;44;133;22,16666667;3;44;41;15,27634337;22;23;6;2007
646;27/06/2007;7;9;11;25;26;29;107;17,83333333;7;29;22;9,847165413;18;27;6;2007
647;30/06/2007;1;5;11;18;24;35;94;15,66666667;1;35;34;12,64383908;14,5;30;6;2007
648;4/07/2007;6;21;25;26;31;39;148;24,66666667;6;39;33;11,03932365;25,5;4;7;2007
649;7/07/2007;1;11;23;29;32;33;129;21,5;1;33;32;12,89573573;26;7;7;2007
650;11/07/2007;2;3;13;21;33;38;110;18,33333333;2;38;36;15,09525312;17;11;7;2007
651;14/07/2007;1;2;13;20;26;27;89;14,83333333;1;27;26;11,47896627;16,5;14;7;2007
652;18/07/2007;18;23;26;34;40;43;184;30,66666667;18;43;25;9,912954487;30;18;7;2007
653;21/07/2007;9;11;28;29;30;34;141;23,5;9;34;25;10,6723943;28,5;21;7;2007
654;25/07/2007;7;9;23;36;39;40;154;25,66666667;7;40;33;14,98888477;29,5;25;7;2007
655;28/07/2007;8;26;29;38;39;45;185;30,83333333;8;45;37;13,16687764;33,5;28;7;2007
656;1/08/2007;15;19;24;28;30;42;158;26,33333333;15;42;27;9,479803092;26;1;8;2007
657;4/08/2007;3;5;12;19;31;34;104;17,33333333;3;34;31;13,06394529;15,5;4;8;2007
658;8/08/2007;1;5;7;25;29;45;112;18,66666667;1;45;44;17,17750467;16;8;8;2007
659;11/08/2007;9;20;21;25;33;38;146;24,33333333;9;38;29;10,26969652;23;11;8;2007
660;15/08/2007;3;5;6;8;13;26;61;10,16666667;3;26;23;8,471520918;7;15;8;2007
661;18/08/2007;2;9;10;15;19;28;83;13,83333333;2;28;26;9,02034737;12,5;18;8;2007
662;22/08/2007;4;9;23;26;28;41;131;21,83333333;4;41;37;13,46724421;24,5;22;8;2007
663;25/08/2007;3;14;16;34;36;45;148;24,66666667;3;45;42;16,04576787;25;25;8;2007
664;29/08/2007;2;4;11;13;16;41;87;14,5;2;41;39;14,03923075;12;29;8;2007
665;1/09/2007;6;8;16;21;22;26;99;16,5;6;26;20;8,043631021;18,5;1;9;2007
666;5/09/2007;4;14;27;30;32;34;141;23,5;4;34;30;11,89537725;28,5;5;9;2007
667;8/09/2007;1;20;26;32;40;44;163;27,16666667;1;44;43;15,54884776;29;8;9;2007
668;12/09/2007;8;16;29;30;35;41;159;26,5;8;41;33;12,27599283;29,5;12;9;2007
669;15/09/2007;16;20;24;25;39;44;168;28;16;44;28;11,04536102;24,5;15;9;2007
670;19/09/2007;1;14;26;29;39;41;150;25;1;41;40;15,27088734;27,5;19;9;2007
671;22/09/2007;3;5;16;33;35;44;136;22,66666667;3;44;41;17,07239487;24,5;22;9;2007
672;26/09/2007;8;24;25;34;36;37;164;27,33333333;8;37;29;10,98483804;29,5;26;9;2007
673;29/09/2007;1;4;26;37;42;45;155;25,83333333;1;45;44;19,21891429;31,5;29;9;2007
674;3/10/2007;3;10;16;28;30;39;126;21;3;39;36;13,59411637;22;3;10;2007
675;6/10/2007;2;11;27;32;37;41;150;25;2;41;39;15,34926708;29,5;6;10;2007
676;10/10/2007;15;21;23;28;36;43;166;27,66666667;15;43;28;10,30857248;25,5;10;10;2007
677;13/10/2007;14;17;20;21;32;43;147;24,5;14;43;29;10,93160555;20,5;13;10;2007
678;17/10/2007;2;5;17;37;40;43;144;24;2;43;41;18,33030278;27;17;10;2007
679;20/10/2007;9;15;17;29;30;35;135;22,5;9;35;26;10,23230179;23;20;10;2007
680;24/10/2007;2;8;19;23;24;29;105;17,5;2;29;27;10,36822068;21;24;10;2007
681;27/10/2007;3;4;8;29;38;43;125;20,83333333;3;43;40;17,99351735;18,5;27;10;2007
682;31/10/2007;7;9;16;17;26;44;119;19,83333333;7;44;37;13,61494277;16,5;31;10;2007
683;3/11/2007;6;17;28;36;38;45;170;28,33333333;6;45;39;14,5418935;32;3;11;2007
684;7/11/2007;4;6;10;21;34;39;114;19;4;39;35;14,8593405;15,5;7;11;2007
685;10/11/2007;1;6;9;20;23;26;85;14,16666667;1;26;25;10,1865925;14,5;10;11;2007
686;14/11/2007;1;2;9;14;16;43;85;14,16666667;1;43;42;15,38072387;11,5;14;11;2007
687;17/11/2007;1;2;29;30;40;44;146;24,33333333;1;44;43;18,59749087;29,5;17;11;2007
688;21/11/2007;13;14;18;25;41;43;154;25,66666667;13;43;30;13,35165408;21,5;21;11;2007
689;24/11/2007;17;18;20;35;36;43;169;28,16666667;17;43;26;11,16094381;27,5;24;11;2007
690;28/11/2007;10;13;16;24;40;41;144;24;10;41;31;13,60882067;20;28;11;2007
691;1/12/2007;8;13;17;25;29;39;131;21,83333333;8;39;31;11,39151731;21;1;12;2007
692;5/12/2007;8;25;28;31;42;44;178;29,66666667;8;44;36;13,06394529;29,5;5;12;2007
693;8/12/2007;4;11;30;33;35;36;149;24,83333333;4;36;32;13,76105616;31,5;8;12;2007
694;12/12/2007;2;8;35;36;37;39;157;26,16666667;2;39;37;16,55797894;35,5;12;12;2007
695;15/12/2007;4;8;18;19;20;26;95;15,83333333;4;26;22;8,207719943;18,5;15;12;2007
696;19/12/2007;2;13;16;21;29;43;124;20,66666667;2;43;41;14,12326686;18,5;19;12;2007
697;22/12/2007;6;13;21;28;38;41;147;24,5;6;41;35;13,80941708;24,5;22;12;2007
698;26/12/2007;2;12;28;29;39;43;153;25,5;2;43;41;15,75753788;28,5;26;12;2007
699;29/12/2007;7;9;23;40;42;44;165;27,5;7;44;37;16,86119806;31,5;29;12;2007
700;2/01/2008;3;10;12;14;21;37;97;16,16666667;3;37;34;11,75443179;13;2;1;2008
701;5/01/2008;7;27;29;30;33;38;164;27,33333333;7;38;31;10,67083252;29,5;5;1;2008
702;9/01/2008;5;15;27;32;33;34;146;24,33333333;5;34;29;11,79265308;29,5;9;1;2008
703;12/01/2008;2;8;13;24;29;30;106;17,66666667;2;30;28;11,67333143;18,5;12;1;2008
704;16/01/2008;2;3;8;34;35;44;126;21;2;44;42;18,69759343;21;16;1;2008
705;19/01/2008;5;7;14;31;35;45;137;22,83333333;5;45;40;16,4489108;22,5;19;1;2008
706;23/01/2008;7;27;28;30;39;40;171;28,5;7;40;33;11,91217864;29;23;1;2008
707;26/01/2008;4;12;22;26;42;44;150;25;4;44;40;15,93737745;24;26;1;2008
708;30/01/2008;1;4;18;27;35;37;122;20,33333333;1;37;36;15,38397435;22,5;30;1;2008
709;2/02/2008;9;11;16;17;24;37;114;19;9;37;28;10,25670512;16,5;2;2;2008
710;6/02/2008;1;14;15;24;30;35;119;19,83333333;1;35;34;12,35178799;19,5;6;2;2008
711;9/02/2008;5;10;15;29;36;45;140;23,33333333;5;45;40;15,78184611;22;9;2;2008
712;13/02/2008;5;10;22;26;42;45;150;25;5;45;40;16,27267649;24;13;2;2008
713;16/02/2008;5;29;31;32;35;39;171;28,5;5;39;34;12,02913131;31,5;16;2;2008
714;20/02/2008;3;15;27;36;39;42;162;27;3;42;39;15,29705854;31,5;20;2;2008
715;23/02/2008;2;14;19;20;21;27;103;17,16666667;2;27;25;8,518607085;19,5;23;2;2008
716;27/02/2008;5;24;28;36;40;44;177;29,5;5;44;39;14,11027994;32;27;2;2008
717;1/03/2008;20;22;24;26;30;43;165;27,5;20;43;23;8,336666;25;1;3;2008
718;5/03/2008;2;16;26;27;39;44;154;25,66666667;2;44;42;15,29269978;26,5;5;3;2008
719;8/03/2008;13;15;21;23;37;44;153;25,5;13;44;31;12,38951169;22;8;3;2008
720;12/03/2008;2;10;12;14;15;38;91;15,16666667;2;38;36;12,1064721;13;12;3;2008
721;15/03/2008;3;9;14;20;21;23;90;15;3;23;20;7,823042886;17;15;3;2008
722;19/03/2008;7;19;21;24;27;36;134;22,33333333;7;36;29;9,584710046;22,5;19;3;2008
723;22/03/2008;31;34;35;36;41;44;221;36,83333333;31;44;13;4,792355023;35,5;22;3;2008
724;26/03/2008;1;6;14;16;18;41;96;16;1;41;40;13,84196518;15;26;3;2008
725;29/03/2008;2;16;21;29;36;42;146;24,33333333;2;42;40;14,48677558;25;29;3;2008
726;2/04/2008;3;23;30;33;41;43;173;28,83333333;3;43;40;14,62076149;31,5;2;4;2008
727;5/04/2008;6;8;15;18;22;40;109;18,16666667;6;40;34;12,27056098;16,5;5;4;2008
728;9/04/2008;8;9;27;29;30;42;145;24,16666667;8;42;34;13,22749661;28;9;4;2008
729;12/04/2008;1;10;18;21;22;31;103;17,16666667;1;31;30;10,41953294;19,5;12;4;2008
730;16/04/2008;6;7;13;24;33;40;123;20,5;6;40;34;14,12444689;18,5;16;4;2008
731;19/04/2008;2;5;6;9;21;22;65;10,83333333;2;22;20;8,565434412;7,5;19;4;2008
732;23/04/2008;4;9;10;23;37;38;121;20,16666667;4;38;34;14,82452922;16,5;23;4;2008
733;26/04/2008;3;30;36;38;39;44;190;31,66666667;3;44;41;14,76030713;37;26;4;2008
734;30/04/2008;6;8;12;22;28;41;117;19,5;6;41;35;13,50185172;17;30;4;2008
735;3/05/2008;1;6;14;17;19;22;79;13,16666667;1;22;21;8,084965471;15,5;3;5;2008
736;7/05/2008;1;11;24;35;43;44;158;26,33333333;1;44;43;17,59166469;29,5;7;5;2008
737;10/05/2008;3;4;8;12;31;42;100;16,66666667;3;42;39;16,07067723;10;10;5;2008
738;14/05/2008;7;8;15;19;22;36;107;17,83333333;7;36;29;10,68488028;17;14;5;2008
739;17/05/2008;10;16;21;24;26;45;142;23,66666667;10;45;35;11,94431524;22,5;17;5;2008
740;21/05/2008;12;22;24;33;37;40;168;28;12;40;28;10,56409012;28,5;21;5;2008
741;24/05/2008;8;10;11;23;29;42;123;20,5;8;42;34;13,39776101;17;24;5;2008
742;28/05/2008;11;12;18;22;32;37;132;22;11;37;26;10,60188662;20;28;5;2008
743;31/05/2008;2;3;19;26;36;37;123;20,5;2;37;35;15,44991909;22,5;31;5;2008
744;4/06/2008;2;13;14;31;36;41;137;22,83333333;2;41;39;15,35469526;22,5;4;6;2008
745;7/06/2008;8;10;18;29;31;39;135;22,5;8;39;31;12,43784547;23,5;7;6;2008
746;11/06/2008;2;14;24;34;35;45;154;25,66666667;2;45;43;15,68013605;29;11;6;2008
747;14/06/2008;1;2;5;22;31;43;104;17,33333333;1;43;42;17,44324129;13,5;14;6;2008
748;18/06/2008;2;6;23;25;39;45;140;23,33333333;2;45;43;17,16585759;24;18;6;2008
749;21/06/2008;2;5;10;28;39;44;128;21,33333333;2;44;42;18,10708885;19;21;6;2008
750;25/06/2008;4;23;24;30;32;37;150;25;4;37;33;11,52388823;27;25;6;2008
751;28/06/2008;3;17;32;34;35;44;165;27,5;3;44;41;14,84250653;33;28;6;2008
752;2/07/2008;7;10;12;15;16;22;82;13,66666667;7;22;15;5,240865069;13,5;2;7;2008
753;5/07/2008;3;14;26;33;39;42;157;26,16666667;3;42;39;15,14485611;29,5;5;7;2008
754;9/07/2008;4;7;13;15;44;45;128;21,33333333;4;45;41;18,38114976;14;9;7;2008
755;12/07/2008;2;5;9;11;21;37;85;14,16666667;2;37;35;12,93702696;10;12;7;2008
756;16/07/2008;2;3;13;21;29;41;109;18,16666667;2;41;39;15,26324561;17;16;7;2008
757;19/07/2008;6;8;20;26;38;41;139;23,16666667;6;41;35;14,70260748;23;19;7;2008
758;23/07/2008;10;19;20;21;22;32;124;20,66666667;10;32;22;7,033254344;20,5;23;7;2008
759;26/07/2008;9;24;26;32;39;45;175;29,16666667;9;45;36;12,63988397;29;26;7;2008
760;30/07/2008;3;15;27;36;38;43;162;27;3;43;40;15,34926708;31,5;30;7;2008
761;2/08/2008;2;4;5;11;33;38;93;15,5;2;38;36;15,85875153;8;2;8;2008
762;6/08/2008;15;20;21;23;35;38;152;25,33333333;15;38;23;9,092121131;22;6;8;2008
763;9/08/2008;12;28;29;31;42;44;186;31;12;44;32;11,52388823;30;9;8;2008
764;13/08/2008;8;15;22;28;32;39;144;24;8;39;31;11,36661779;25;13;8;2008
765;16/08/2008;18;27;31;34;37;43;190;31,66666667;18;43;25;8,617811014;32,5;16;8;2008
766;20/08/2008;13;17;32;35;42;43;182;30,33333333;13;43;30;12,64383908;33,5;20;8;2008
767;23/08/2008;4;13;24;26;28;33;128;21,33333333;4;33;29;10,76413799;25;23;8;2008
768;27/08/2008;2;12;14;18;23;42;111;18,5;2;42;40;13,47219359;16;27;8;2008
769;30/08/2008;1;23;35;36;40;45;180;30;1;45;44;15,97498044;35,5;30;8;2008
770;3/09/2008;7;8;13;16;21;34;99;16,5;7;34;27;10,01498877;14,5;3;9;2008
771;6/09/2008;1;8;13;33;36;44;135;22,5;1;44;43;17,42125139;23;6;9;2008
772;10/09/2008;11;20;31;34;39;42;177;29,5;11;42;31;11,8448301;32,5;10;9;2008
773;13/09/2008;17;21;26;27;40;45;176;29,33333333;17;45;28;10,93008082;26,5;13;9;2008
774;17/09/2008;23;26;30;31;37;38;185;30,83333333;23;38;15;5,913261931;30,5;17;9;2008
775;20/09/2008;15;28;30;37;38;40;188;31,33333333;15;40;25;9,28798507;33,5;20;9;2008
776;24/09/2008;5;6;18;21;23;26;99;16,5;5;26;21;8,91627725;19,5;24;9;2008
777;27/09/2008;3;5;13;29;30;35;115;19,16666667;3;35;32;13,89124424;21;27;9;2008
778;1/10/2008;2;3;13;32;38;40;128;21,33333333;2;40;38;17,43177176;22,5;1;10;2008
779;4/10/2008;7;15;16;18;25;45;126;21;7;45;38;13,09961832;17;4;10;2008
780;8/10/2008;3;8;25;35;36;39;146;24,33333333;3;39;36;15,40995349;30;8;10;2008
781;11/10/2008;1;4;7;19;29;36;96;16;1;36;35;14,33875866;13;11;10;2008
782;15/10/2008;6;17;26;35;43;45;172;28,66666667;6;45;39;15,29269978;30,5;15;10;2008
783;18/10/2008;3;5;21;24;36;45;134;22,33333333;3;45;42;16,60923438;22,5;18;10;2008
784;22/10/2008;2;5;19;21;37;40;124;20,66666667;2;40;38;15,73107328;20;22;10;2008
785;25/10/2008;1;4;15;27;35;36;118;19,66666667;1;36;35;15,30577233;21;25;10;2008
786;29/10/2008;6;10;21;25;30;45;137;22,83333333;6;45;39;14,13388364;23;29;10;2008
787;1/11/2008;1;2;3;4;28;45;83;13,83333333;1;45;44;18,38930849;3,5;1;11;2008
788;5/11/2008;7;10;14;23;27;41;122;20,33333333;7;41;34;12,67543556;18,5;5;11;2008
789;8/11/2008;1;17;29;40;42;45;174;29;1;45;44;17,16974083;34,5;8;11;2008
790;12/11/2008;6;10;16;30;34;40;136;22,66666667;6;40;34;13,89484317;23;12;11;2008
791;15/11/2008;5;23;27;37;43;44;179;29,83333333;5;44;39;14,81103192;32;15;11;2008
792;19/11/2008;4;16;37;38;40;45;180;30;4;45;41;16,18641406;37,5;19;11;2008
793;22/11/2008;3;7;9;11;14;43;87;14,5;3;43;40;14,44645285;10;22;11;2008
794;26/11/2008;1;4;9;14;29;35;92;15,33333333;1;35;34;13,77921139;11,5;26;11;2008
795;29/11/2008;10;19;28;32;38;45;172;28,66666667;10;45;35;12,70695348;30;29;11;2008
796;3/12/2008;14;21;26;30;32;39;162;27;14;39;25;8,76356092;28;3;12;2008
797;6/12/2008;5;20;26;28;30;41;150;25;5;41;36;11,96662024;27;6;12;2008
798;10/12/2008;1;2;8;9;12;19;51;8,5;1;19;18;6,655824517;8,5;10;12;2008
799;13/12/2008;13;17;22;38;41;45;176;29,33333333;13;45;32;13,63329258;30;13;12;2008
800;17/12/2008;16;32;33;36;40;41;198;33;16;41;25;9,077444574;34,5;17;12;2008
801;20/12/2008;3;15;35;36;39;44;172;28,66666667;3;44;41;16,00833116;35,5;20;12;2008
802;24/12/2008;5;16;23;25;31;43;143;23,83333333;5;43;38;12,93702696;24;24;12;2008
803;27/12/2008;7;16;19;22;29;40;133;22,16666667;7;40;33;11,33872421;20,5;27;12;2008
804;31/12/2008;10;14;15;30;35;37;141;23,5;10;37;27;11,8448301;22,5;31;12;2008
805;3/01/2009;3;6;10;19;20;34;92;15,33333333;3;34;31;11,41344237;14,5;3;1;2009
806;7/01/2009;2;3;5;18;26;45;99;16,5;2;45;43;16,9085777;11,5;7;1;2009
807;10/01/2009;2;8;19;22;24;29;104;17,33333333;2;29;27;10,26969652;20,5;10;1;2009
808;14/01/2009;4;7;14;19;28;39;111;18,5;4;39;35;13,21741276;16,5;14;1;2009
809;17/01/2009;11;15;16;19;27;45;133;22,16666667;11;45;34;12,40026881;17,5;17;1;2009
810;21/01/2009;7;23;24;31;41;42;168;28;7;42;35;13,08434179;27,5;21;1;2009
811;24/01/2009;4;6;12;14;19;33;88;14,66666667;4;33;29;10,50079362;13;24;1;2009
812;28/01/2009;3;7;22;26;29;42;129;21,5;3;42;39;14,48792601;24;28;1;2009
813;31/01/2009;4;20;22;24;32;44;146;24,33333333;4;44;40;13,29160136;23;31;1;2009
814;4/02/2009;3;24;27;34;43;45;176;29,33333333;3;45;42;15,37096831;30,5;4;2;2009
815;7/02/2009;11;14;15;17;22;45;124;20,66666667;11;45;34;12,4686273;16;7;2;2009
816;11/02/2009;4;8;21;23;29;31;116;19,33333333;4;31;27;11,03932365;22;11;2;2009
817;14/02/2009;10;19;30;33;35;43;170;28,33333333;10;43;33;11,89397607;31,5;14;2;2009
818;18/02/2009;1;5;7;14;27;32;86;14,33333333;1;32;31;12,58040805;10,5;18;2;2009
819;21/02/2009;1;4;7;31;40;44;127;21,16666667;1;44;43;19,36405605;19;21;2;2009
820;25/02/2009;2;15;21;23;38;40;139;23,16666667;2;40;38;14,3026804;22;25;2;2009
821;28/02/2009;3;11;17;22;25;30;108;18;3;30;27;9,838699101;19,5;28;2;2009
822;4/03/2009;6;13;29;33;42;43;166;27,66666667;6;43;37;15,20087717;31;4;3;2009
823;7/03/2009;9;11;12;15;38;41;126;21;9;41;32;14,49137675;13,5;7;3;2009
824;11/03/2009;3;4;11;22;36;41;117;19,5;3;41;38;16,28189178;16,5;11;3;2009
825;14/03/2009;2;4;12;18;27;41;104;17,33333333;2;41;39;14,80090087;15;14;3;2009
826;18/03/2009;1;14;28;35;38;45;161;26,83333333;1;45;44;16,46106517;31,5;18;3;2009
827;21/03/2009;2;9;19;21;28;33;112;18,66666667;2;33;31;11,57007635;20;21;3;2009
828;25/03/2009;15;19;21;24;27;33;139;23,16666667;15;33;18;6,337717781;22,5;25;3;2009
829;28/03/2009;11;21;28;29;43;44;176;29,33333333;11;44;33;12,72268316;28,5;28;3;2009
830;1/04/2009;2;13;16;23;29;44;127;21,16666667;2;44;42;14,46950817;19,5;1;4;2009
831;4/04/2009;1;6;8;21;31;37;104;17,33333333;1;37;36;14,62418089;14,5;4;4;2009
832;8/04/2009;12;17;25;26;35;42;157;26,16666667;12;42;30;11,08903362;25,5;8;4;2009
833;11/04/2009;3;4;7;24;42;44;124;20,66666667;3;44;41;18,9067889;15,5;11;4;2009
834;15/04/2009;6;12;14;29;40;41;142;23,66666667;6;41;35;15,0819981;21,5;15;4;2009
835;18/04/2009;6;9;10;29;37;41;132;22;6;41;35;15,51773179;19,5;18;4;2009
836;22/04/2009;8;16;17;28;33;35;137;22,83333333;8;35;27;10,75949193;22,5;22;4;2009
837;25/04/2009;7;11;17;21;29;42;127;21,16666667;7;42;35;12,78149704;19;25;4;2009
838;29/04/2009;1;9;20;26;35;36;127;21,16666667;1;36;35;14,07716828;23;29;4;2009
839;2/05/2009;11;12;25;26;29;37;140;23,33333333;11;37;26;10,0929018;25,5;2;5;2009
840;6/05/2009;2;5;10;18;31;38;104;17,33333333;2;38;36;14,52813363;14;6;5;2009
841;9/05/2009;6;9;27;31;36;43;152;25,33333333;6;43;37;14,84138358;29;9;5;2009
842;13/05/2009;13;16;19;40;41;43;172;28,66666667;13;43;30;14,03804355;29,5;13;5;2009
843;16/05/2009;8;12;20;22;27;28;117;19,5;8;28;20;8,043631021;21;16;5;2009
844;20/05/2009;9;15;20;29;37;42;152;25,33333333;9;42;33;12,87892335;24,5;20;5;2009
845;23/05/2009;4;5;6;16;24;35;90;15;4;35;31;12,52198067;11;23;5;2009
846;27/05/2009;9;17;21;28;34;44;153;25,5;9;44;35;12,53395389;24,5;27;5;2009
847;30/05/2009;6;8;14;18;38;40;124;20,66666667;6;40;34;14,84138358;16;30;5;2009
848;3/06/2009;6;13;26;27;28;33;133;22,16666667;6;33;27;10,34246908;26,5;3;6;2009
849;6/06/2009;9;21;33;36;38;45;182;30,33333333;9;45;36;13,07924565;34,5;6;6;2009
850;10/06/2009;1;14;16;23;27;44;125;20,83333333;1;44;43;14,44183737;19,5;10;6;2009
851;13/06/2009;16;26;27;38;41;45;193;32,16666667;16;45;29;10,98028536;32,5;13;6;2009
852;17/06/2009;2;20;24;27;38;40;151;25,16666667;2;40;38;13,80458861;25,5;17;6;2009
853;20/06/2009;11;14;24;31;35;39;154;25,66666667;11;39;28;11,378342;27,5;20;6;2009
854;24/06/2009;9;19;28;30;33;35;154;25,66666667;9;35;26;9,872520786;29;24;6;2009
855;27/06/2009;19;22;24;34;44;45;188;31,33333333;19;45;26;11,378342;29;27;6;2009
856;1/07/2009;1;6;15;22;27;33;104;17,33333333;1;33;32;12,33963803;18,5;1;7;2009
857;4/07/2009;12;17;19;29;39;40;156;26;12;40;28;11,83215957;24;4;7;2009
858;8/07/2009;2;6;7;16;20;31;82;13,66666667;2;31;29;10,81973506;11,5;8;7;2009
859;11/07/2009;1;4;5;12;13;39;74;12,33333333;1;39;38;13,88044188;8,5;11;7;2009
860;15/07/2009;1;3;24;26;39;42;135;22,5;1;42;41;17,37526978;25;15;7;2009
861;18/07/2009;9;13;16;28;31;36;133;22,16666667;9;36;27;10,94379581;22;18;7;2009
862;22/07/2009;9;10;26;27;28;43;143;23,83333333;9;43;34;12,73446766;26,5;22;7;2009
863;25/07/2009;6;8;20;31;32;37;134;22,33333333;6;37;31;13,12503968;25,5;25;7;2009
864;29/07/2009;2;4;33;36;41;45;161;26,83333333;2;45;43;18,92529172;34,5;29;7;2009
865;1/08/2009;3;20;30;35;38;41;167;27,83333333;3;41;38;14,21853251;32,5;1;8;2009
866;5/08/2009;4;9;10;34;42;43;142;23,66666667;4;43;39;17,91833326;22;5;8;2009
867;8/08/2009;5;11;17;21;39;44;137;22,83333333;5;44;39;15,52310106;19;8;8;2009
